Date,month,year,power_MW
29,12,2005,16571
29,12,2005,17001
29,12,2005,17230
29,12,2005,17312
29,12,2005,17373
29,12,2005,17360
29,12,2005,17302
29,12,2005,17200
29,12,2005,17360
29,12,2005,18117
29,12,2005,18239
29,12,2005,18046
29,12,2005,17790
29,12,2005,17214
29,12,2005,16508
30,12,2005,15506
28,12,2005,14682
28,12,2005,14268
28,12,2005,14108
28,12,2005,14074
28,12,2005,14191
28,12,2005,14691
28,12,2005,15697
28,12,2005,16535
28,12,2005,16760
28,12,2005,16748
28,12,2005,16644
28,12,2005,16337
28,12,2005,16070
28,12,2005,15867
28,12,2005,15602
28,12,2005,15436
28,12,2005,15701
28,12,2005,16668
28,12,2005,17044
28,12,2005,16837
28,12,2005,16621
28,12,2005,16166
28,12,2005,15462
29,12,2005,14584
27,12,2005,14789
27,12,2005,14444
27,12,2005,14259
27,12,2005,14255
27,12,2005,14466
27,12,2005,15156
27,12,2005,16162
27,12,2005,17181
27,12,2005,17404
27,12,2005,17759
27,12,2005,17680
27,12,2005,17451
27,12,2005,17000
27,12,2005,16569
27,12,2005,16179
27,12,2005,15705
27,12,2005,15908
27,12,2005,17050
27,12,2005,17875
27,12,2005,17783
27,12,2005,17710
27,12,2005,17277
27,12,2005,16336
28,12,2005,15405
26,12,2005,12968
26,12,2005,12708
26,12,2005,12665
26,12,2005,12830
26,12,2005,13157
26,12,2005,13768
26,12,2005,14314
26,12,2005,14809
26,12,2005,15382
26,12,2005,15994
26,12,2005,16405
26,12,2005,16643
26,12,2005,16466
26,12,2005,16295
26,12,2005,16167
26,12,2005,16156
26,12,2005,16424
26,12,2005,17326
26,12,2005,17595
26,12,2005,17480
26,12,2005,17250
26,12,2005,16937
26,12,2005,16257
27,12,2005,15499
25,12,2005,13226
25,12,2005,12694
25,12,2005,12489
25,12,2005,12324
25,12,2005,12367
25,12,2005,12477
25,12,2005,13023
25,12,2005,13730
25,12,2005,14482
25,12,2005,14899
25,12,2005,14674
25,12,2005,14510
25,12,2005,14342
25,12,2005,13865
25,12,2005,13470
25,12,2005,13410
25,12,2005,13542
25,12,2005,14289
25,12,2005,14565
25,12,2005,14654
25,12,2005,14656
25,12,2005,14560
25,12,2005,14094
26,12,2005,13548
24,12,2005,14737
24,12,2005,14305
24,12,2005,14070
24,12,2005,13972
24,12,2005,14005
24,12,2005,14332
24,12,2005,14883
24,12,2005,15577
24,12,2005,16061
24,12,2005,16179
24,12,2005,15803
24,12,2005,15168
24,12,2005,14450
24,12,2005,13922
24,12,2005,13599
24,12,2005,13507
24,12,2005,13730
24,12,2005,14623
24,12,2005,14816
24,12,2005,14635
24,12,2005,14690
24,12,2005,14592
24,12,2005,14434
25,12,2005,13845
23,12,2005,16879
23,12,2005,16480
23,12,2005,16251
23,12,2005,16232
23,12,2005,16402
23,12,2005,17070
23,12,2005,17965
23,12,2005,18713
23,12,2005,19032
23,12,2005,18709
23,12,2005,18156
23,12,2005,17399
23,12,2005,16678
23,12,2005,16093
23,12,2005,15725
23,12,2005,15402
23,12,2005,15713
23,12,2005,16928
23,12,2005,17611
23,12,2005,17547
23,12,2005,17258
23,12,2005,17130
23,12,2005,16539
24,12,2005,15625
22,12,2005,18118
22,12,2005,17763
22,12,2005,17599
22,12,2005,17573
22,12,2005,18008
22,12,2005,18827
22,12,2005,20167
22,12,2005,20997
22,12,2005,21055
22,12,2005,20784
22,12,2005,20402
22,12,2005,19462
22,12,2005,18837
22,12,2005,18347
22,12,2005,17841
22,12,2005,17611
22,12,2005,17840
22,12,2005,19173
22,12,2005,19902
22,12,2005,19905
22,12,2005,19882
22,12,2005,19713
22,12,2005,18882
23,12,2005,17784
21,12,2005,18147
21,12,2005,17825
21,12,2005,17673
21,12,2005,17820
21,12,2005,18058
21,12,2005,18950
21,12,2005,20429
21,12,2005,21319
21,12,2005,21272
21,12,2005,21022
21,12,2005,20568
21,12,2005,19824
21,12,2005,19256
21,12,2005,18901
21,12,2005,18611
21,12,2005,18507
21,12,2005,18915
21,12,2005,20210
21,12,2005,20916
21,12,2005,20916
21,12,2005,20910
21,12,2005,20719
21,12,2005,19880
22,12,2005,18831
20,12,2005,19031
20,12,2005,18685
20,12,2005,18522
20,12,2005,18702
20,12,2005,19160
20,12,2005,20185
20,12,2005,21731
20,12,2005,22573
20,12,2005,22437
20,12,2005,21926
20,12,2005,21188
20,12,2005,20404
20,12,2005,19905
20,12,2005,19434
20,12,2005,19124
20,12,2005,19045
20,12,2005,19530
20,12,2005,20921
20,12,2005,21509
20,12,2005,21541
20,12,2005,21482
20,12,2005,21309
20,12,2005,20212
21,12,2005,18936
19,12,2005,16489
19,12,2005,16258
19,12,2005,16310
19,12,2005,16490
19,12,2005,16923
19,12,2005,17944
19,12,2005,19703
19,12,2005,20786
19,12,2005,20807
19,12,2005,20541
19,12,2005,20381
19,12,2005,19968
19,12,2005,19653
19,12,2005,19321
19,12,2005,19104
19,12,2005,18918
19,12,2005,19449
19,12,2005,20882
19,12,2005,21679
19,12,2005,21737
19,12,2005,21762
19,12,2005,21723
19,12,2005,20861
20,12,2005,19744
18,12,2005,16144
18,12,2005,15664
18,12,2005,15347
18,12,2005,15308
18,12,2005,15376
18,12,2005,15555
18,12,2005,16218
18,12,2005,16970
18,12,2005,17616
18,12,2005,17500
18,12,2005,16940
18,12,2005,16405
18,12,2005,16056
18,12,2005,15754
18,12,2005,15416
18,12,2005,15413
18,12,2005,15908
18,12,2005,17379
18,12,2005,18055
18,12,2005,18293
18,12,2005,18470
18,12,2005,18385
18,12,2005,17782
19,12,2005,17086
17,12,2005,16490
17,12,2005,16178
17,12,2005,15932
17,12,2005,15781
17,12,2005,15990
17,12,2005,16504
17,12,2005,17174
17,12,2005,17971
17,12,2005,18505
17,12,2005,18646
17,12,2005,18362
17,12,2005,17667
17,12,2005,16994
17,12,2005,16558
17,12,2005,16396
17,12,2005,16308
17,12,2005,16647
17,12,2005,18118
17,12,2005,18683
17,12,2005,18593
17,12,2005,18510
17,12,2005,18375
17,12,2005,17773
18,12,2005,16940
16,12,2005,16144
16,12,2005,15861
16,12,2005,15739
16,12,2005,15841
16,12,2005,16099
16,12,2005,17115
16,12,2005,18662
16,12,2005,19592
16,12,2005,19663
16,12,2005,19420
16,12,2005,19210
16,12,2005,18793
16,12,2005,18632
16,12,2005,18450
16,12,2005,18173
16,12,2005,17991
16,12,2005,18236
16,12,2005,19355
16,12,2005,19733
16,12,2005,19638
16,12,2005,19477
16,12,2005,19316
16,12,2005,18624
17,12,2005,17369
15,12,2005,16523
15,12,2005,16274
15,12,2005,16042
15,12,2005,15959
15,12,2005,16295
15,12,2005,17233
15,12,2005,18746
15,12,2005,19836
15,12,2005,20106
15,12,2005,20186
15,12,2005,20213
15,12,2005,20117
15,12,2005,19812
15,12,2005,19620
15,12,2005,19186
15,12,2005,18954
15,12,2005,19097
15,12,2005,19991
15,12,2005,20180
15,12,2005,19926
15,12,2005,19661
15,12,2005,19136
15,12,2005,18014
16,12,2005,16909
14,12,2005,17968
14,12,2005,17547
14,12,2005,17298
14,12,2005,17271
14,12,2005,17420
14,12,2005,18356
14,12,2005,20102
14,12,2005,20903
14,12,2005,20614
14,12,2005,20386
14,12,2005,20252
14,12,2005,19835
14,12,2005,19612
14,12,2005,19492
14,12,2005,19343
14,12,2005,19306
14,12,2005,19652
14,12,2005,20755
14,12,2005,20996
14,12,2005,20783
14,12,2005,20545
14,12,2005,20040
14,12,2005,18852
15,12,2005,17538
13,12,2005,17329
13,12,2005,16908
13,12,2005,16812
13,12,2005,16829
13,12,2005,17319
13,12,2005,18285
13,12,2005,20165
13,12,2005,21133
13,12,2005,20897
13,12,2005,20258
13,12,2005,19697
13,12,2005,19206
13,12,2005,18628
13,12,2005,18351
13,12,2005,18035
13,12,2005,17983
13,12,2005,18552
13,12,2005,20042
13,12,2005,20673
13,12,2005,20899
13,12,2005,20965
13,12,2005,20694
13,12,2005,19753
14,12,2005,18726
