Date,month,year,power_MW
14,11,2004,14614
14,11,2004,14250
14,11,2004,13986
14,11,2004,13659
14,11,2004,13365
14,11,2004,13241
14,11,2004,13570
14,11,2004,14811
14,11,2004,15629
14,11,2004,15877
14,11,2004,15870
14,11,2004,15649
14,11,2004,14996
15,11,2004,14470
13,11,2004,13655
13,11,2004,13368
13,11,2004,13192
13,11,2004,13118
13,11,2004,13221
13,11,2004,13611
13,11,2004,14192
13,11,2004,14701
13,11,2004,15171
13,11,2004,15406
13,11,2004,15375
13,11,2004,15012
13,11,2004,14598
13,11,2004,14279
13,11,2004,13829
13,11,2004,13780
13,11,2004,14022
13,11,2004,14996
13,11,2004,15634
13,11,2004,15679
13,11,2004,15587
13,11,2004,15399
13,11,2004,14835
14,11,2004,14257
31,10,2004,11433
31,10,2004,10318
31,10,2004,10263
31,10,2004,10296
31,10,2004,10508
31,10,2004,10975
31,10,2004,11548
31,10,2004,12202
31,10,2004,12671
31,10,2004,12770
31,10,2004,12821
31,10,2004,12822
31,10,2004,12902
31,10,2004,12802
31,10,2004,12688
31,10,2004,12830
31,10,2004,13380
31,10,2004,14067
31,10,2004,13930
31,10,2004,13843
31,10,2004,13341
31,10,2004,12831
30,10,2004,12200
30,10,2004,11676
30,10,2004,11297
30,10,2004,11036
30,10,2004,10996
30,10,2004,11212
30,10,2004,11683
30,10,2004,12416
30,10,2004,13002
30,10,2004,13572
30,10,2004,14004
30,10,2004,14066
30,10,2004,13948
30,10,2004,13763
30,10,2004,13572
30,10,2004,13549
30,10,2004,13577
30,10,2004,13518
30,10,2004,13684
30,10,2004,13978
30,10,2004,13929
30,10,2004,13519
30,10,2004,12902
31,10,2004,12187
29,10,2004,12510
29,10,2004,12022
29,10,2004,11753
29,10,2004,11530
29,10,2004,11744
29,10,2004,12355
29,10,2004,13861
29,10,2004,15040
29,10,2004,15295
29,10,2004,15491
29,10,2004,15539
29,10,2004,15530
29,10,2004,15571
29,10,2004,15507
29,10,2004,15397
29,10,2004,15071
29,10,2004,15134
29,10,2004,14942
29,10,2004,15103
29,10,2004,15460
29,10,2004,15198
29,10,2004,14782
29,10,2004,14057
30,10,2004,13084
28,10,2004,12604
28,10,2004,12127
28,10,2004,11815
28,10,2004,11671
28,10,2004,11868
28,10,2004,12574
28,10,2004,14134
28,10,2004,15213
28,10,2004,15261
28,10,2004,15337
28,10,2004,15399
28,10,2004,15359
28,10,2004,15401
28,10,2004,15364
28,10,2004,15260
28,10,2004,15143
28,10,2004,15028
28,10,2004,14908
28,10,2004,15091
28,10,2004,15637
28,10,2004,15581
28,10,2004,15309
28,10,2004,14353
29,10,2004,13355
27,10,2004,12652
27,10,2004,12211
27,10,2004,11906
27,10,2004,11826
27,10,2004,11979
27,10,2004,12741
27,10,2004,14106
27,10,2004,15258
27,10,2004,15459
27,10,2004,15438
27,10,2004,15506
27,10,2004,15499
27,10,2004,15524
27,10,2004,15441
27,10,2004,15242
27,10,2004,15062
27,10,2004,15063
27,10,2004,15085
27,10,2004,15453
27,10,2004,16008
27,10,2004,15873
27,10,2004,15408
27,10,2004,14452
28,10,2004,13427
26,10,2004,12753
26,10,2004,12287
26,10,2004,12101
26,10,2004,12035
26,10,2004,12351
26,10,2004,13058
26,10,2004,14710
26,10,2004,15936
26,10,2004,15915
26,10,2004,15776
26,10,2004,15715
26,10,2004,15588
26,10,2004,15505
26,10,2004,15510
26,10,2004,15399
26,10,2004,15261
26,10,2004,15148
26,10,2004,15085
26,10,2004,15536
26,10,2004,16222
26,10,2004,16118
26,10,2004,15640
26,10,2004,14621
27,10,2004,13580
25,10,2004,11985
25,10,2004,11730
25,10,2004,11603
25,10,2004,11734
25,10,2004,11902
25,10,2004,12697
25,10,2004,14355
25,10,2004,15533
25,10,2004,15637
25,10,2004,15685
25,10,2004,15731
25,10,2004,15743
25,10,2004,15658
25,10,2004,15660
25,10,2004,15557
25,10,2004,15446
25,10,2004,15430
25,10,2004,15298
25,10,2004,15480
25,10,2004,16187
25,10,2004,15987
25,10,2004,15448
25,10,2004,14439
26,10,2004,13421
24,10,2004,11740
24,10,2004,11209
24,10,2004,10882
24,10,2004,10812
24,10,2004,10789
24,10,2004,10909
24,10,2004,11170
24,10,2004,11727
24,10,2004,12197
24,10,2004,12563
24,10,2004,12849
24,10,2004,13006
24,10,2004,13102
24,10,2004,13075
24,10,2004,12924
24,10,2004,12798
24,10,2004,12820
24,10,2004,13024
24,10,2004,13369
24,10,2004,14244
24,10,2004,14079
24,10,2004,13698
24,10,2004,13155
25,10,2004,12514
23,10,2004,12363
23,10,2004,11960
23,10,2004,11601
23,10,2004,11565
23,10,2004,11600
23,10,2004,11849
23,10,2004,12425
23,10,2004,13119
23,10,2004,13648
23,10,2004,14158
23,10,2004,14369
23,10,2004,14233
23,10,2004,14022
23,10,2004,13939
23,10,2004,13665
23,10,2004,13529
23,10,2004,13585
23,10,2004,13693
23,10,2004,13962
23,10,2004,14344
23,10,2004,14186
23,10,2004,13814
23,10,2004,13226
24,10,2004,12387
22,10,2004,12627
22,10,2004,12233
22,10,2004,11969
22,10,2004,11913
22,10,2004,12151
22,10,2004,12848
22,10,2004,14310
22,10,2004,15556
22,10,2004,15588
22,10,2004,15655
22,10,2004,15639
22,10,2004,15517
22,10,2004,15404
22,10,2004,15269
22,10,2004,15177
22,10,2004,14828
22,10,2004,14695
22,10,2004,14610
22,10,2004,14790
22,10,2004,15311
22,10,2004,15066
22,10,2004,14755
22,10,2004,14110
23,10,2004,13264
21,10,2004,12598
21,10,2004,12148
21,10,2004,11764
21,10,2004,11700
21,10,2004,11823
21,10,2004,12598
21,10,2004,14139
21,10,2004,15348
21,10,2004,15356
21,10,2004,15393
21,10,2004,15485
21,10,2004,15523
21,10,2004,15403
21,10,2004,15388
21,10,2004,15128
21,10,2004,15006
21,10,2004,14943
21,10,2004,14988
21,10,2004,15340
21,10,2004,15921
21,10,2004,15886
21,10,2004,15386
21,10,2004,14437
22,10,2004,13446
20,10,2004,12799
20,10,2004,12321
20,10,2004,12096
20,10,2004,11896
20,10,2004,12017
20,10,2004,12693
20,10,2004,14110
20,10,2004,15276
20,10,2004,15406
20,10,2004,15466
20,10,2004,15482
20,10,2004,15509
20,10,2004,15497
20,10,2004,15475
20,10,2004,15502
20,10,2004,15264
20,10,2004,15265
20,10,2004,15247
20,10,2004,15562
20,10,2004,16076
20,10,2004,15916
20,10,2004,15416
20,10,2004,14511
21,10,2004,13365
19,10,2004,13133
19,10,2004,12687
19,10,2004,12414
19,10,2004,12456
19,10,2004,12469
19,10,2004,13163
19,10,2004,14579
19,10,2004,15658
19,10,2004,15765
19,10,2004,15761
19,10,2004,15897
19,10,2004,15883
19,10,2004,15817
19,10,2004,15855
19,10,2004,15593
19,10,2004,15353
19,10,2004,15425
19,10,2004,15354
19,10,2004,15596
19,10,2004,16161
19,10,2004,16005
19,10,2004,15622
19,10,2004,14685
20,10,2004,13664
18,10,2004,12830
18,10,2004,12584
18,10,2004,12576
18,10,2004,12655
18,10,2004,12942
18,10,2004,13815
18,10,2004,15509
18,10,2004,16596
18,10,2004,16756
18,10,2004,16831
18,10,2004,16794
18,10,2004,16729
18,10,2004,16654
18,10,2004,16589
18,10,2004,16408
18,10,2004,16246
18,10,2004,16279
18,10,2004,16469
18,10,2004,16745
18,10,2004,17003
18,10,2004,16698
18,10,2004,16115
18,10,2004,15152
19,10,2004,14044
17,10,2004,12400
17,10,2004,12098
17,10,2004,11976
17,10,2004,11896
17,10,2004,11938
17,10,2004,12152
17,10,2004,12505
17,10,2004,13089
17,10,2004,13682
17,10,2004,13947
17,10,2004,13747
17,10,2004,13492
17,10,2004,13395
17,10,2004,13124
17,10,2004,12893
17,10,2004,12695
17,10,2004,12691
17,10,2004,12814
17,10,2004,13336
17,10,2004,14425
17,10,2004,14688
17,10,2004,14372
17,10,2004,13900
18,10,2004,13241
16,10,2004,12779
16,10,2004,12271
16,10,2004,12016
16,10,2004,11890
16,10,2004,11895
16,10,2004,12127
16,10,2004,12628
16,10,2004,13377
16,10,2004,14062
16,10,2004,14577
16,10,2004,14755
16,10,2004,14701
16,10,2004,14400
16,10,2004,14155
16,10,2004,14007
16,10,2004,13822
16,10,2004,13739
16,10,2004,13845
16,10,2004,14123
16,10,2004,14793
16,10,2004,14699
16,10,2004,14375
16,10,2004,13855
17,10,2004,13109
15,10,2004,12766
15,10,2004,12159
15,10,2004,11972
15,10,2004,11867
15,10,2004,12021
15,10,2004,12688
15,10,2004,14072
15,10,2004,15169
15,10,2004,15411
15,10,2004,15584
15,10,2004,15750
15,10,2004,15810
15,10,2004,15804
15,10,2004,15718
15,10,2004,15617
15,10,2004,15424
15,10,2004,15337
15,10,2004,15455
15,10,2004,15590
15,10,2004,15848
15,10,2004,15555
15,10,2004,15162
15,10,2004,14538
16,10,2004,13574
14,10,2004,12685
14,10,2004,12203
14,10,2004,11849
14,10,2004,11744
14,10,2004,11976
14,10,2004,12570
14,10,2004,14110
14,10,2004,15291
14,10,2004,15455
14,10,2004,15558
14,10,2004,15572
14,10,2004,15603
14,10,2004,15540
14,10,2004,15562
14,10,2004,15373
14,10,2004,15215
14,10,2004,15147
14,10,2004,15180
14,10,2004,15404
14,10,2004,16129
14,10,2004,15940
14,10,2004,15464
14,10,2004,14544
15,10,2004,13564
13,10,2004,12704
13,10,2004,12261
13,10,2004,11970
13,10,2004,11862
13,10,2004,11918
13,10,2004,12561
13,10,2004,14084
13,10,2004,15137
13,10,2004,15177
13,10,2004,15211
13,10,2004,15410
13,10,2004,15457
13,10,2004,15387
13,10,2004,15540
13,10,2004,15362
13,10,2004,15248
13,10,2004,15267
13,10,2004,15342
13,10,2004,15570
13,10,2004,16136
13,10,2004,15973
13,10,2004,15457
13,10,2004,14407
14,10,2004,13502
31,12,2005,14254
31,12,2005,13761
31,12,2005,13445
31,12,2005,13306
31,12,2005,13219
31,12,2005,13433
31,12,2005,13740
31,12,2005,14354
31,12,2005,14772
31,12,2005,15354
31,12,2005,15688
31,12,2005,15650
31,12,2005,15489
31,12,2005,15257
31,12,2005,15239
31,12,2005,15216
31,12,2005,15469
31,12,2005,16400
31,12,2005,16462
31,12,2005,16024
31,12,2005,15722
31,12,2005,15264
31,12,2005,14921
30,12,2005,14714
30,12,2005,14285
30,12,2005,14116
30,12,2005,13948
30,12,2005,14057
30,12,2005,14679
30,12,2005,15515
30,12,2005,16320
30,12,2005,16607
30,12,2005,16814
30,12,2005,16868
30,12,2005,16737
30,12,2005,16328
30,12,2005,16145
30,12,2005,15873
30,12,2005,15793
30,12,2005,15836
30,12,2005,16820
30,12,2005,17139
30,12,2005,17065
30,12,2005,16886
30,12,2005,16582
30,12,2005,15970
31,12,2005,15279
29,12,2005,13502
29,12,2005,13237
29,12,2005,13098
29,12,2005,12967
29,12,2005,13240
29,12,2005,13943
29,12,2005,15002
29,12,2005,16076
